Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
289,World of Warcraft: The Burning Crusade,21,2007,5,Activision,2.57,1.52,0,0,4.09
290,Fallout: New Vegas,5,2010,5,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,God of War II,3,2007,10,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,Forza Motorsport 2,5,2007,3,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,World Soccer Winning Eleven 9,3,2005,1,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,Namco Museum Vol.3,12,1996,7,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,Tekken Tag Tournament,3,2000,11,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,Far Cry 4,10,2014,8,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,Star Fox 64,11,1997,8,Nintendo,2.78,0.58,0.64,0.04,4.03
298,Minecraft,10,2014,7,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299,Golf,2,1984,1,Nintendo,1.22,0.28,2.46,0.04,4.01
300,Fallout 3,4,2008,5,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,Professor Layton and the Diabolical Box,13,2007,6,Nintendo,0.92,1.78,0.92,0.37,4
302,Left 4 Dead 2,5,2009,8,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303,Namco Museum: 50th Anniversary,3,2005,7,Namco Bandai Games,2.08,1.35,0,0.54,3.98
304,EA Sports Active,1,2009,1,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,Assassin's Creed: Unity,10,2014,10,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,Donkey Kong Land,7,1994,2,Nintendo,1.97,0.76,1.07,0.11,3.91
307,Tony Hawk's Underground,3,2003,1,Activision,2.29,1.17,0.01,0.42,3.9
308,Assassin's Creed IV: Black Flag,4,2013,10,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter 4 Ultimate,9,2014,5,Nintendo,0.67,0.49,2.62,0.11,3.89
310,MotorStorm,4,2006,3,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311,The Elder Scrolls V: Skyrim,21,2011,5,Bethesda Softworks,1.15,2.09,0,0.64,3.88
312,Tekken 5,3,2005,11,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,Dragon Warrior III,2,1988,5,Enix Corporation,0.1,0,3.77,0,3.87
314,Sports Champions,4,2010,1,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA 2K16,10,2015,1,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316,World Soccer Winning Eleven 8 International,3,2004,1,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,Flash Focus: Vision Training in Minutes a Day,13,2007,7,Nintendo,0.87,1.57,1.05,0.35,3.84
318,Namco Museum Vol.1,12,1995,7,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,The Legend of Zelda: Link's Awakening,7,1992,10,Nintendo,2.21,0.96,0.54,0.13,3.83
320,Mario & Luigi: Bowser's Inside Story,13,2009,5,Nintendo,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy: 1 Degree,1,2007,7,Nintendo,1.06,1.93,0.41,0.43,3.82
322,Nintendogs + cats,9,2011,9,Nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,10,2015,10,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic at the London 2012 Olympic Games,1,2011,1,Sega,1.14,1.91,0.27,0.46,3.78
325,LEGO Indiana Jo2: The Original Adventures,5,2008,10,Activision,2.4,1.03,0,0.36,3.78
326,Resident Evil Director's Cut,12,1996,10,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet & Clank: Size Matters,16,2007,2,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,Just Dance 2014,1,2013,7,Ubisoft,1.98,1.47,0,0.32,3.76
329,The Sims: Unleashed,21,2002,9,Electronic Arts,2.03,1.56,0,0.17,3.76
330,Super Paper Mario,1,2007,2,Nintendo,1.98,0.88,0.59,0.32,3.76
331,Harry Potter and the Sorcerer's Stone,12,2001,10,Electronic Arts,1.37,2,0.14,0.22,3.73
332,The Witcher 3: Wild Hunt,10,2015,5,Namco Bandai Games,0.96,2,0.21,0.56,3.73
333,Resident Evil 3: Nemesis,12,1999,10,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro: Year of the Dragon,12,2000,2,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71
335,FIFA Soccer 2005,3,2004,1,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,Pokémon Trading Card Game,7,1998,13,Nintendo,1.49,0.73,1.38,0.1,3.7
337,Battlefield 4,4,2013,8,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,MySims,13,2007,9,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,13,2009,7,Nintendo,0,0,3.67,0,3.67
340,Tony Hawk's Pro Skater 4,3,2002,1,Activision,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: DUB Edition,16,2005,3,Take-Two Interactive,1.65,1.22,0,0.79,3.66
342,Banjo-Kazooie,11,1998,2,Nintendo,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. Navy SEALs,3,2002,8,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,1,2008,7,Activision,2.33,0.97,0,0.35,3.65
345,Gran Turismo 6,4,2013,3,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter: The Precursor Legacy,3,2001,2,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,11,1999,9,Nintendo,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer 10,4,2009,1,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,3,2007,1,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63
350,Call of Duty: Ghosts,10,2013,8,Activision,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,3,2005,10,Capcom,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy's The Division,10,2016,8,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,3,2004,8,LucasArts,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,21,1994,8,Virgin Interactive,2.05,1.4,0,0.16,3.61
355,The Simpsons: Road Rage,3,2001,3,Electronic Arts,2.02,1.17,0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,13,2007,9,505 Games,1.61,1.5,0.1,0.39,3.61
357,Luigi's Mansion,19,2001,10,Nintendo,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,3,2005,8,LucasArts,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,12,2000,11,THQ,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,12,1997,2,Fox Interactive,1.57,1.79,0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,3,2006,10,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,The Getaway,3,2002,10,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,12,1997,10,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,3,2001,8,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,3,2005,10,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,5,2013,8,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,5,2010,1,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,12,2000,10,THQ,1.96,1.33,0,0.23,3.52
369,Spyro 2: Ripto's Rage!,12,1999,2,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,5,2008,8,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,13,2009,1,Sega,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,5,2009,10,Capcom,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,14,1996,2,Nintendo,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,5,2010,10,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,2,1985,10,Nintendo,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,5,2009,10,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,13,2006,7,Nintendo,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,3,N/A,1,Electronic Arts,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),18,2015,8,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,5,2010,8,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,13,2008,7,Activision,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,18,2014,10,Ubisoft,2.26,0.89,0,0.3,3.46
383,Far Cry 3,4,2012,8,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,9,2013,5,Capcom,0,0,3.44,0,3.44
385,Borderlands,5,2009,8,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,3,2002,11,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,10,2013,8,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,4,2011,2,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,12,1998,10,Take-Two Interactive,1.13,2.07,0,0.22,3.42
390,Final Fantasy III,14,1994,5,SquareSoft,0.86,0,2.55,0.02,3.42
391,Spider-Man 2,3,2004,10,Activision,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,7,1990,3,Nintendo,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,3,2002,1,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,12,2000,7,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,5,2008,10,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,10,2015,10,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,13,2009,10,Nintendo,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,12,1998,11,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,11,2000,10,Nintendo,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,13,2008,6,Nintendo,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,12,1998,12,THQ,1.63,1.53,0,0.18,3.34
402,Assassin's Creed IV: Black Flag,5,2013,10,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,13,2006,7,Nintendo,0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,3,2002,8,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,3,2002,2,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,1,2012,7,Nintendo,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,3,2005,10,LucasArts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,3,2001,8,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,3,2003,10,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,10,2015,10,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,Destiny,18,2014,8,Activision,2.13,0.92,0,0.23,3.28
412,True Crime: Streets of LA,3,2003,10,Activision,1.89,1.05,0.02,0.31,3.27
413,1 Music,1,2008,7,Nintendo,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (PSP),16,2009,3,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,9,2015,10,Capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,12,1995,11,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,18,2015,1,Electronic Arts,0.88,2.11,0,0.23,3.23
418,L.A. Noire,4,2011,12,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,10,2015,1,Electronic Arts,2.33,0.3,0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,9,2014,5,Nintendo,0.03,0,3.18,0,3.22
421,007: Tomorrow Never Dies,12,1999,8,Electronic Arts,1.72,1.33,0,0.16,3.21
422,Baseball,2,1983,1,Nintendo,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,14,1995,11,Nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,12,2000,11,THQ,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,16,2007,5,Square Enix,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,16,2008,10,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,14,1995,5,Enix Corporation,0,0,3.19,0,3.19
428,Dance Central,5,2010,7,MTV Games,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,3,2003,10,Atari,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,17,2015,2,Nintendo,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,4,2010,5,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,1,N/A,10,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17
433,Rhythm Heaven,13,2008,7,Nintendo,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,3,2001,9,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,13,2008,12,Disney Interactive Studios,1.88,0.98,0,0.3,3.16
436,Animal Crossing,19,2001,9,Nintendo,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,13,2008,10,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15
438,Sonic Rush,13,2005,2,Sega,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,4,2012,8,Capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,18,2014,8,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,3,2007,1,Electronic Arts,0.68,0,0,2.46,3.14
442,Spider-Man,12,2000,10,Activision,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,12,1998,3,Electronic Arts,2.14,0.86,0,0.13,3.12
444,Star Wars Episode I Racer,11,1999,3,Nintendo,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,13,2006,7,Nintendo,0.91,1,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,4,2007,5,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,2,1990,5,Enix Corporation,0.08,0,3.03,0.01,3.12
448,Heavy Rain,4,2010,12,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,5,2010,5,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,5,2014,1,Electronic Arts,0.78,2.02,0,0.3,3.11
451,Dragon Ball Z: Budokai,3,2002,11,Atari,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,3,2001,1,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,2,1986,1,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,5,2012,8,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,9,2013,10,Nintendo,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,7,1994,2,Nintendo,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,21,2002,9,Electronic Arts,1.72,1.21,0,0.14,3.07
458,Mass Effect 3,5,2012,5,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,5,2008,10,Activision,1.91,0.84,0,0.29,3.05
460,Far Cry 3,5,2012,8,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,1,2010,2,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,5,2008,10,THQ,1.94,0.8,0.02,0.27,3.03
463,Rayman,12,1995,2,Ubisoft,1.54,1.33,0,0.16,3.03
464,Killzone 2,4,2009,8,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,20,2002,10,Ubisoft,1.85,1.04,0,0.13,3.02
466,Mike Tyson's Punch-Out!!,2,1987,11,Nintendo,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,3,2002,1,THQ,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,18,2015,8,Microsoft Game Studios,2.38,0.32,0,0.31,3
469,NBA 2K13,5,2012,1,Take-Two Interactive,2.6,0.21,0.01,0.19,3
470,Dragon Ball Z: Budokai Tenkaichi 3,3,2007,11,Atari,1.15,0,0.76,1.09,3
471,wwe Smackdown vs. Raw 2006,3,N/A,11,N/A,1.57,1.02,0,0.41,3
472,Middle-Earth: Shadow of Mordor,10,2014,10,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,Star Fox,14,1993,8,Nintendo,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,21,2000,7,Electronic Arts,1.67,1.18,0,0.13,2.99
475,World Soccer Winning Eleven 6 International,3,2002,1,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,3,2001,10,Capcom,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,9,2015,9,Nintendo,0.47,1,1.39,0.12,2.98
478,Battlefield: Bad Company 2,4,2010,8,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,21,2014,9,Electronic Arts,0.96,1.72,0,0.29,2.97
480,Star Wars: The Old Republic,21,2011,5,Electronic Arts,1.58,1.01,0,0.38,2.97
481,Sonic Heroes,3,2003,2,Sega,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,13,2008,2,Nintendo,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,3,2002,10,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,Street Fighter IV,5,2009,11,Capcom,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,11,1996,3,Nintendo,1.98,0.58,0.34,0.04,2.94
486,SOCOM II: U.S. Navy SEALs,3,2003,8,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,3,2005,11,THQ,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,4,2009,10,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,6,2001,6,Atari,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,5,2007,5,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,WarioWare: Smooth Moves,1,2006,6,Nintendo,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,1,2007,9,505 Games,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi's Island,6,2002,2,Nintendo,1.75,0.45,0.62,0.09,2.91
494,FIFA 14,10,2013,1,Electronic Arts,0.61,1.85,0.11,0.33,2.9
495,Titanfall,18,2014,8,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,3,2004,7,Sega,1.54,1.14,0,0.22,2.9
497,Sega Superstars Tennis,5,2008,1,Sega,1.75,0.86,0,0.28,2.9
498,World Soccer Winning Eleven 7 International,3,2003,1,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
499,Need for Speed: Most Wanted,4,2012,3,Electronic Arts,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,3,2001,1,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Fi2t Hour,3,2004,8,Activision,1.51,1.12,0.01,0.24,2.89
502,Zumba Fit2s 2,1,2011,1,Majesco Entertainment,1.54,1.07,0,0.28,2.88
503,Syphon Filter,12,1999,8,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
504,Imagine: Babyz,13,2007,9,Ubisoft,1.3,1.27,0,0.31,2.88
505,Colin McRae Rally,12,1998,3,Codemasters,0.09,2.43,0.12,0.22,2.87
506,Call of Duty: Ghosts,18,2013,8,Activision,1.87,0.77,0,0.22,2.86
507,Madden NFL 13,5,2012,1,Electronic Arts,2.53,0.16,0,0.17,2.86
508,The Elder Scrolls III: Morrowind,20,2002,5,Ubisoft,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,4,2011,11,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
510,F-Zero,14,1990,3,Nintendo,1.37,0.51,0.89,0.07,2.85
511,Yoshi's Story,11,1997,2,Nintendo,1.29,0.53,0.98,0.05,2.85
512,Command & Conquer: Red Alert,21,1996,13,Virgin Interactive,1.37,1.34,0,0.14,2.85
513,Skylanders: Spyro's Adventure,1,2011,10,Activision,1.4,1.14,0,0.31,2.85
514,FIFA 16,4,2015,1,Electronic Arts,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,4,2010,10,Ubisoft,1.87,0.57,0.11,0.3,2.84
516,BioShock,5,2007,8,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 10,5,2009,1,Electronic Arts,2.52,0.09,0,0.22,2.83
518,Medal of Honor,4,2010,8,Electronic Arts,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown! vs. Raw,3,2002,11,THQ,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,19,2002,8,Nintendo,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,6,2003,10,THQ,1.59,1.05,0.04,0.14,2.82
522,Myst,21,1994,12,Red Orb,0.02,2.79,0,0,2.81
523,Need for Speed: Hot Pursuit,4,2010,3,Electronic Arts,1.05,1.25,0.03,0.48,2.81
524,Imagine: Fashion Designer,13,2007,9,Ubisoft,1.32,1.19,0,0.3,2.81
525,WWE SmackDown! Here Comes the Pain,3,2003,11,THQ,1.32,1.06,0.04,0.38,2.8
526,Star Wars: The Force Unleashed,5,2008,10,LucasArts,1.74,0.8,0,0.26,2.8
527,Yoshi's Island DS,13,2006,2,Nintendo,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,12,1997,1,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
529,Killzone 3,4,2011,8,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
530,A Bug's Life,12,1998,2,Sony Computer Entertainment,1.96,0.72,0,0.11,2.79
531,WWF SmackDown! Just Bring It,3,2001,11,THQ,1.19,1.15,0.04,0.41,2.79
532,Dragon Quest V: Tenkuu no Hanayome,14,1992,5,Enix Corporation,0,0,2.78,0.01,2.79
533,Mortal Kombat Trilogy,12,1996,11,GT Interactive,1.98,0.7,0,0.11,2.79
534,Battlefield 3,21,2011,8,Electronic Arts,0.89,1.43,0,0.48,2.79
535,NBA Street,3,2001,1,Electronic Arts,2.19,0.22,0,0.38,2.79
536,Professor Layton and the Last Specter,13,2009,6,Nintendo,0.3,1.47,0.68,0.34,2.79
537,Monster Hunter Tri,9,2011,5,Nintendo,0.46,0.29,1.96,0.07,2.79
538,Jak II,3,2003,2,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78
539,inFAMOUS: Second Son,10,2014,10,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
540,Ratchet & Clank: Going Commando,3,2003,2,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
541,Tekken 6,4,2009,11,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
542,The Sims,3,2003,9,Electronic Arts,1.41,1.12,0,0.24,2.77
543,Sonic and the Secret Rings,1,2007,2,Sega,1.24,1.2,0.04,0.3,2.77
544,Saints Row: The Third,5,2011,10,THQ,1.25,1.15,0.07,0.3,2.77
545,Missile Command,15,1980,8,Atari,2.56,0.17,0,0.03,2.76
546,Mario Paint,14,1992,7,Nintendo,1.43,0.54,0.71,0.07,2.75
547,Assassin's Creed IV: Black Flag,10,2013,10,Ubisoft,1.07,1.31,0.06,0.31,2.74
548,Pokémon Stadium 2,11,2000,13,Nintendo,1.02,0.36,1.13,0.23,2.73
549,Metroid,2,1986,10,Nintendo,1.33,0.31,1.04,0.05,2.73
550,L.A. Noire,5,2011,12,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
551,Call of Duty 3,5,2006,8,Activision,1.49,0.93,0.02,0.27,2.71
552,The Legend of Zelda: A Link to the Past,6,2002,10,Nintendo,1.75,0.52,0.33,0.1,2.7
553,Onimusha: Warlords,3,2001,10,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
554,Mortal Kombat X,10,2015,11,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47,2.7
555,Mario Party,11,1998,7,Nintendo,1.25,0.53,0.87,0.05,2.7
556,Madden NFL 12,5,2011,1,Electronic Arts,2.42,0.11,0,0.16,2.69
557,LEGO Star Wars II: The Original Trilogy,3,2006,10,LucasArts,1.85,0.64,0.01,0.19,2.69
558,Madden NFL 11,5,2010,1,Electronic Arts,2.38,0.12,0,0.18,2.69
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,13,2010,6,Nintendo,1.63,0.52,0.35,0.18,2.69
560,Skate 3,5,2010,1,Electronic Arts,1.46,0.98,0,0.24,2.68
561,Burnout 3: Takedown,3,2004,3,Electronic Arts,1.23,1.11,0,0.34,2.68
562,Yokai Watch 2 Shinuchi,9,2014,5,Level 5,0,0,2.68,0,2.68
563,Need for Speed: Shift,4,2009,3,Electronic Arts,0.69,1.41,0.04,0.53,2.68
564,Final Fantasy XIII-2,4,2011,5,Square Enix,0.78,0.75,0.89,0.26,2.68
565,Mortal Kombat,22,1992,11,Arena Entertainment,1.95,0.63,0,0.09,2.67
566,Call Of Duty 2: Big Red One,3,2005,8,Activision,1.48,0.92,0.01,0.26,2.67
567,Guitar Hero: World Tour,5,2008,7,Activision,1.78,0.64,0,0.25,2.67
568,Medal of Honor,12,1998,8,Electronic Arts,1.44,1.09,0,0.14,2.67
569,Fable,20,2004,5,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
570,Hannah Montana,13,2006,10,Disney Interactive Studios,1.59,0.8,0,0.26,2.65
571,Tom Clancy's Splinter Cell,3,2003,10,Ubisoft,1.15,1.11,0,0.4,2.65
572,Skylanders Giants,1,2012,10,Activision,1.56,0.88,0,0.22,2.65
573,Medal of Honor Heroes,16,2006,8,Electronic Arts,0.86,1.11,0.01,0.66,2.65
574,Super Mario Bros.: The Lost Levels,2,1986,2,Nintendo,0,0,2.65,0,2.65
575,Star Wars: Shadows of the Empire,11,1996,10,Nintendo,2,0.5,0.12,0.03,2.65
576,LEGO Star Wars: The Complete Saga,5,2007,10,LucasArts,1.53,0.87,0,0.24,2.64
577,Midnight Club: Street Racing,3,2000,3,Take-Two Interactive,2,0.47,0.02,0.14,2.63
